-1.476423714890635893e+03 1.686920716875498101e+03
8.461083562514644427e+02 1.937872617309260932e+03
-1.377102412271197181e+03 2.287217223329679694e+00
-3.143938215909127720e+01 2.058844728805083832e+03
4.028408876709139008e+02 1.482829341504777176e+03
7.985840246715640660e+02 -1.151713326754661040e+02
-8.273924254262520890e+02 -2.997742359799692622e+02
1.059013038027515677e+03 5.560053198719339207e+01
1.563534016150813841e+03 3.771922805543384243e+02
1.873603822321123289e+02 6.715267164471163142e+01
1.771864846088503498e+01 8.552810533156566919e+01
8.942645518065131682e+02 -8.622239339209721720e+02
-4.293631027816060737e+02 1.051839722387643405e+03
4.231315912732848972e+01 4.266688114830272411e+02
3.863384556484292602e+02 -5.334447716748095445e+02
-3.355376970578786882e+02 -2.619918792476652811e+02
8.452157099848939481e+00 6.223292018305296551e+02
-7.996838936756518024e+02 1.221011219028315736e+03
5.179545072317869199e+02 -2.222141130415409975e+02
-1.083993240400370951e+03 -5.076668218076295034e+02
6.932747540105463031e+02 -1.597750164139942171e+03
-4.159093661035631726e+02 -4.531120660279342474e+02
-5.952898860580602047e+01 1.481541454226702172e+03
1.212960700186710483e+03 2.900056840155957616e+02
8.403209707335010137e+01 5.037549329865989876e+02
-4.296285188949164535e+02 -6.520631001849501729e+01
1.377246702571123251e+03 -2.241653264004071389e+02
-9.864291239441595280e+02 6.784882558730325854e+02
-3.423730699960165111e+02 -1.003398746685924721e+03
1.287792907194425425e+03 4.504277422584923443e+02
-6.628323982235446010e+02 4.802557239316851110e+02
-1.587128084412626094e+02 7.747548879330778391e+02
-1.497188793240824225e+03 5.087621818884931031e+02
-2.651489774601089948e+02 -3.797804061999342480e+02
8.304997896684706120e+02 1.149139362256825279e+03
4.411232549595401764e+01 7.496942839192901147e+02
1.877557681160213633e+03 5.721942599847459405e+02
-9.917903689289383919e+02 4.021217187959704376e+01
-5.954795335398101770e+02 -1.050676953676414314e+03
-4.159154152706104810e+02 8.092330308448883898e+02
2.920650347376247282e+02 5.632907913710328103e+02
4.431730725060265854e+02 -2.198671568650314384e+03
2.089320362521314109e+02 -7.692430226108906481e+02
-1.937757510742402246e+03 3.467966826530986850e+02
-3.128628615499841885e+02 5.262524255311634533e+02
-9.152147053483234913e+02 -4.814270525753067318e+02
8.991746019714532849e+02 1.419168952403339290e+02
-5.821782873261976192e+02 -3.115134847325682017e+02
-6.229577960973008430e+02 -7.037389350992768868e+02
-3.932795135759984646e+02 7.384845702074275664e+01
3.006663884841644858e+02 5.732182475724855522e+02
6.670988267998222909e+02 7.118310931786277251e+02
-1.744691733046792478e+03 -4.671282578689437059e+02
-5.163116432596895038e+02 -4.597071127315754069e+01
1.575456559649251176e+03 -6.593765705898580620e+01
3.071835411012465329e+02 -4.133526238987934107e+02
-2.402915660794729774e+03 9.957498881853912280e+02
-7.235154983716024617e+02 -8.154109543752452964e+02
-6.774742197908092294e+02 -9.598674365825790744e+01
1.410831774815414974e+03 3.262616818170709507e+02
-2.076098584355612786e+01 9.330034398173031605e+02
4.366597018694014878e+02 3.102505203841398043e+02
-3.447963776678369641e+01 -1.010900875546135808e+03
6.683638254532487508e+02 -1.024556753767219789e+03
-5.120633076540158299e+02 9.721225946014684496e+02
-1.166877320909043874e+03 1.093710580325661567e+03
1.021392490114367320e+03 -5.470967506744697175e+02
3.360662830688482927e+02 1.012450520896722423e+03
-5.380683781273500443e+01 -9.331906399186610201e+01
-8.529667880967903102e+02 -1.273637281456002711e+03
1.140553398000862899e+03 -7.637922780456794953e+02
2.454320589332220095e+02 3.588215416380247120e+02
-6.447129210719004959e+02 -7.153693359400474492e+02
1.111876166124453448e+03 -1.304053614455345269e+03
1.517563022986880696e+03 -1.155349852977970642e+02
3.834416963247932131e+02 2.881282931787408188e+02
-6.100657386156422035e+02 8.154205270986129790e+02
-1.464400428415103761e+03 6.303845895325686115e+02
4.521343113599669437e+02 -1.488875765072446029e+02
5.703739736144022032e+01 2.611381915449109101e+02
5.759213659576058717e+02 -3.990226160910985982e+02
-7.767518017700833752e+02 1.134786867576961868e+03
-1.049630661020806428e+03 2.449606645415938715e+02
-8.073208878371368655e+02 -1.093054121973468227e+03
-3.571150677329296173e+02 -3.494921936589930738e+02
-7.955331298125013291e+02 1.662320794414119973e+02
6.312542986761217207e+02 9.549603796393272432e+02
-4.905506268817489968e+01 -1.698061965857802891e+00
2.742393178896005338e+03 1.634171864789451547e+02
-5.518830271026780565e+02 -3.441401193944099646e+02
1.299577484776936274e+02 -2.214822300524205332e+02
-5.101830733312795587e+02 -3.884222303665112577e+02
1.146889320646324904e+03 -8.348845569384183136e+02
-7.454602175723176742e+02 1.651706184430664052e+03
-7.868043629455898724e+01 1.182471612432807206e+03
-9.557915886056097179e+02 4.462279356074286341e+01
-1.414902280966082593e+01 -4.258465434317013774e+02
-1.354606657126535652e+02 9.069656075508088406e+02
1.599396428377885513e+03 -1.857541576130728629e+02
7.960428825704084375e+02 2.751994197957133110e+02
-1.136114968485569761e+03 1.223366127572895266e+03
-7.483011343044501018e+01 1.675633914095924979e+02
5.961927123225920013e+02 1.125596988573723593e+03
5.795434395189370207e+02 -6.124924283466490351e+02
-1.594487066662433108e+02 7.127947599872745741e+02
9.507055504423528873e+02 5.663031270750470867e+02
-1.637393037719500398e+03 -1.543083693031058488e+02
9.659501978202845294e+02 -1.353277509136397839e+03
-5.183356554383829007e+02 -9.657508928557411991e+02
1.348781553400498865e+02 2.003365963132385446e+02
7.928966339302154438e+02 -4.984208052779274567e+01
-6.013011986676311835e+02 -1.299338773834352025e+02
1.372913718039742889e+03 -5.569178255472590990e+02
3.251080844496194686e+02 -9.514816838553282423e+02
7.095854281511387285e+01 -7.111273572218913159e+02
-8.597575897410121115e+02 1.765892409600315204e+03
2.849803740514195738e+02 1.924941846953593767e+03
